source_record_id,asset_type,substation_name,voltage_level,summer_total_capacity_mva,summer_firm_capacity_mva,summer_load_transfer_capacity_mva,summer_95pct_peak_exceeded_hours_per_year,summer_embedded_solar_pv_mw,summer_embedded_other_generation_mw,winter_total_capacity_mva,winter_firm_capacity_mva,winter_load_transfer_capacity_mva,winter_95pct_peak_exceeded_hours_per_year,winter_embedded_solar_pv_mw,winter_embedded_other_generation_mw,summer_actual_2022_23_mva,summer_actual_2022_23_pf,summer_actual_2023_24_mva,summer_actual_2023_24_pf,summer_actual_2024_25_mva,summer_actual_2024_25_pf,winter_actual_2022_mva,winter_actual_2022_pf,winter_actual_2023_mva,winter_actual_2023_pf,winter_actual_2024_mva,winter_actual_2024_pf,summer_forecast_2025_26_mva,summer_forecast_2025_26_pf,summer_forecast_2026_27_mva,summer_forecast_2026_27_pf,summer_forecast_2027_28_mva,summer_forecast_2027_28_pf,summer_forecast_2028_29_mva,summer_forecast_2028_29_pf,summer_forecast_2029_30_mva,summer_forecast_2029_30_pf,winter_forecast_2025_mva,winter_forecast_2025_pf,winter_forecast_2026_mva,winter_forecast_2026_pf,winter_forecast_2027_mva,winter_forecast_2027_pf,winter_forecast_2028_mva,winter_forecast_2028_pf,winter_forecast_2029_mva,winter_forecast_2029_pf,summer_apparent_firm_margin_latest_mva,summer_apparent_firm_margin_2029_30_mva,winter_apparent_firm_margin_latest_mva,winter_apparent_firm_margin_2029_mva,capacity_interpretation
subtransmission_substation|MACQUARIE|132/33kV,subtransmission_substation,MACQUARIE,132/33kV,272.07,272.07,0.0,13.5,0.0,0.0,142.89,142.89,0.0,0.0,0.0,0.0,26.38,0.98,39.92,0.99,49.67,1.0,22.93,0.9,28.75,0.99,36.62,1.0,47.44,0.99,59.15,0.99,68.43,0.99,138.94,0.99,198.03,0.99,29.94,0.99,39.88,0.99,49.0,0.99,56.25,0.99,111.23,0.99,222.4,74.04,106.27,31.66,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|MEREWETHER|132/33kV,subtransmission_substation,MEREWETHER,132/33kV,403.48,274.36,0.0,0.5,75.20467,2.44491,403.48,274.36,0.0,0.0,69.748215,2.13291,158.4,0.9,159.93,0.98,184.66,0.98,131.98,0.9,123.07,1.0,126.43,1.0,187.9,0.9,190.69,0.9,189.22,0.9,191.97,0.9,192.22,0.9,150.43,0.9,150.82,0.9,153.75,0.9,153.59,0.9,156.52,0.9,89.7,82.14,147.93,117.84,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|MITCHELL LINE|132/66kV,subtransmission_substation,MITCHELL LINE,132/66kV,277.33,141.29,0.0,3.75,21.326575,6.3016,299.28,149.64,0.0,0.0,19.686065,5.5816,70.09,0.97,77.64,0.9,79.27,0.99,69.4,0.9,70.39,0.9,68.23,0.99,82.68,0.97,83.5,0.97,69.54,0.97,71.92,0.97,72.34,0.97,75.78,0.97,76.42,0.97,76.91,0.97,48.16,0.97,49.75,0.97,62.02,68.95,81.41,99.89,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|MUNMORAH|132/33kV,subtransmission_substation,MUNMORAH,132/33kV,156.27,80.99,0.0,0.25,16.130315,0.0066,156.27,80.99,0.0,6.0,15.232695,0.0066,28.73,0.97,27.13,0.97,26.44,0.96,28.54,0.96,26.04,0.98,27.37,0.98,22.76,0.97,23.2,0.97,22.96,0.97,22.75,0.97,23.13,0.97,27.4,0.98,27.17,0.98,27.75,0.98,27.6,0.98,27.48,0.98,54.55,57.86,53.62,53.51,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|MUSWELLBROOK|132/33kV,subtransmission_substation,MUSWELLBROOK,132/33kV,134.43,72.02,0.0,2.5,8.88853,0.0,147.92,76.13,0.0,0.0,8.45071,0.0,15.69,0.98,12.86,0.98,17.33,0.99,13.89,0.99,13.81,0.99,13.53,1.0,17.69,0.98,17.95,0.98,18.38,0.98,18.33,0.98,18.47,0.98,16.23,0.99,16.54,0.99,16.77,0.99,17.08,0.99,17.32,0.99,54.69,53.55,62.6,58.81,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|OURIMBAH|132/33kV,subtransmission_substation,OURIMBAH,132/33kV,,,0.0,0.0,6.07051,0.007,,,0.0,0.0,5.82821,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subtransmission_substation|PEAKHURST|132/33kV,subtransmission_substation,PEAKHURST,132/33kV,272.07,142.89,0.0,3.5,52.209898,0.23616,272.07,142.89,0.0,0.0,47.802383,0.23616,112.06,1.0,117.87,1.0,109.23,1.0,108.33,0.95,97.92,1.0,102.31,1.0,113.74,1.0,117.27,1.0,116.88,1.0,116.86,1.0,116.8,1.0,100.37,1.0,99.43,1.0,102.64,1.0,102.53,1.0,102.41,1.0,33.66,26.09,40.58,40.48,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|PORT HACKING|132/33kV,subtransmission_substation,PORT HACKING,132/33kV,236.63,159.13,0.0,2.0,34.064195,22.2602,242.98,161.98,0.0,0.0,30.970475,22.2602,93.18,0.99,87.06,0.9,79.44,1.0,85.62,1.0,76.09,0.9,64.74,1.0,86.83,0.99,88.16,0.99,86.86,0.99,87.07,0.99,86.45,0.99,72.22,0.99,72.05,0.99,73.75,0.99,73.45,0.99,74.4,0.99,79.69,72.68,97.24,87.58,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|PYRMONT|132/33kV,subtransmission_substation,PYRMONT,132/33kV,299.05,169.99,0.0,12.75,2.67842,0.0,299.05,173.47,0.0,0.0,2.31186,0.0,71.32,0.9,67.14,0.98,63.74,0.99,59.41,0.9,53.22,0.99,54.54,0.99,103.29,0.9,104.11,0.9,106.62,0.9,110.66,0.9,111.32,0.9,62.3,0.9,85.73,0.9,86.42,0.9,88.85,0.9,92.74,0.9,106.25,58.67,118.93,80.73,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|ROZELLE|132/33kV,subtransmission_substation,ROZELLE,132/33kV,142.09,72.13,0.0,0.0,0.0,0.0,142.09,76.19,0.0,1.25,0.0,0.0,9.62,0.9,9.49,0.97,7.94,0.98,12.04,0.67,13.13,0.94,8.43,1.0,39.96,0.97,39.95,0.97,15.36,0.97,15.37,0.97,15.36,0.97,8.9,0.94,37.95,0.94,37.93,0.94,18.12,0.94,18.14,0.94,64.19,56.77,67.76,58.05,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|SINGLETON|132/66kV,subtransmission_substation,SINGLETON,132/66kV,405.71,284.42,0.0,7.25,42.42748,12.8828,428.68,285.79,0.0,0.0,39.449445,12.7866,137.29,0.94,151.28,0.9,137.33,0.95,136.9,0.95,136.09,0.9,127.79,0.95,140.1,0.94,140.24,0.94,139.31,0.94,139.67,0.94,140.04,0.94,142.18,0.9,144.05,0.9,144.3,0.9,145.03,0.9,145.22,0.9,147.09,144.38,158.0,140.57,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|SURRY HILLS|132/33kV,subtransmission_substation,SURRY HILLS,132/33kV,466.41,346.72,0.0,4.75,3.962955,4.2275,466.41,346.72,0.0,0.0,3.502045,4.2275,134.65,0.99,115.7,0.98,117.62,1.0,122.51,1.0,120.33,0.9,100.73,1.0,179.3,0.99,197.09,0.99,197.04,0.99,197.67,0.99,198.15,0.99,123.61,0.9,160.5,0.9,177.47,0.9,179.3,0.9,180.79,0.9,229.1,148.57,245.99,165.93,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|SYDNEY EAST|132/33kV,subtransmission_substation,SYDNEY EAST,132/33kV,233.2,118.14,0.0,0.25,42.217272,1.021,233.2,128.83,0.0,0.0,38.003212,1.021,71.81,0.98,71.36,1.0,72.68,0.99,70.58,0.98,66.53,1.0,68.06,1.0,91.1,0.81,92.6,0.81,91.76,0.81,90.81,0.81,90.0,0.81,86.86,0.91,87.75,0.91,89.81,0.91,89.41,0.91,88.84,0.91,45.46,28.14,60.77,39.99,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|TOMAGO|132/33kV,subtransmission_substation,TOMAGO,132/33kV,219.31,153.07,0.0,0.75,79.740226,0.5,241.26,161.76,0.0,0.0,73.748015,0.0,115.7,0.98,129.46,0.97,132.36,0.96,96.25,0.99,95.55,0.99,101.12,0.98,124.87,0.98,128.17,0.98,130.28,0.98,127.67,0.98,130.94,0.98,102.09,0.99,101.55,0.99,104.16,0.99,106.41,0.99,103.42,0.99,20.71,22.13,60.64,58.34,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|WARRINGAH|132/33kV,subtransmission_substation,WARRINGAH,132/33kV,493.39,305.28,0.0,0.0,79.983015,2.51452,503.96,332.66,0.0,9.5,72.508785,2.51452,161.31,1.0,161.88,1.0,159.18,1.0,204.4,1.0,162.53,1.0,168.9,1.0,159.84,1.0,161.48,1.0,161.52,1.0,161.28,1.0,163.14,1.0,168.76,1.0,167.6,1.0,170.1,1.0,171.2,1.0,171.2,1.0,146.1,142.14,163.76,161.46,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|WILLOUGHBY|132/33kV,subtransmission_substation,WILLOUGHBY,132/33kV,338.14,225.43,0.0,0.75,17.352345,0.1,349.8,239.03,0.0,0.0,15.98063,0.1,95.08,1.0,114.37,0.99,117.55,0.99,103.97,0.97,95.6,1.0,99.62,1.0,156.2,0.97,189.66,0.97,200.87,0.96,211.63,0.96,222.21,0.96,117.71,0.97,149.11,0.97,176.03,0.97,185.51,0.97,194.56,0.97,107.88,3.22,139.41,44.47,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|GOSFORD|132/66kV,subtransmission_substation,GOSFORD,132/66kV,349.8,225.43,0.0,0.25,74.77454,2.82259,349.8,233.2,0.0,0.0,68.7909,2.32611,127.03,0.99,133.07,0.99,134.71,0.99,113.83,1.0,107.79,1.0,108.76,1.0,128.37,0.99,130.82,0.99,130.94,0.99,130.6,0.99,133.07,0.99,126.1,1.0,124.13,1.0,126.6,1.0,126.93,1.0,126.49,1.0,90.72,92.36,124.44,106.71,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|OURIMBAH|132/66kV,subtransmission_substation,OURIMBAH,132/66kV,216.06,91.8,0.0,0.75,27.71136,0.0,216.06,91.8,0.0,1.5,26.041805,0.0,48.94,0.99,49.87,0.99,48.79,0.99,48.35,0.99,46.26,1.0,48.13,1.0,40.36,0.99,40.69,0.99,40.41,0.99,42.33,0.99,42.25,0.99,41.41,1.0,41.06,1.0,41.55,1.0,41.48,1.0,43.18,1.0,43.01,49.55,43.67,48.62,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|WARATAH|132/33kV,subtransmission_substation,WARATAH,132/33kV,146.55,76.9,0.0,0.0,0.0,0.0,155.47,77.7,0.0,0.0,0.0,0.0,63.42,0.9,58.22,0.9,17.27,0.9,69.04,0.9,62.33,0.9,15.24,0.9,9.13,0.88,9.11,0.88,9.11,0.88,9.13,0.88,9.13,0.88,7.92,0.88,8.05,0.88,8.03,0.88,8.05,0.88,8.08,0.88,59.63,67.77,62.46,69.62,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
subtransmission_substation|MORISSET|132/33kV,subtransmission_substation,MORISSET,132/33kV,60.07,0.0,0.0,0.0,0.0,0.0,60.07,0.0,0.0,2.25,0.0,0.0,20.12,0.85,10.95,0.91,7.52,0.96,18.6,0.81,13.94,0.83,9.06,0.93,13.78,0.91,13.74,0.91,13.75,0.91,13.78,0.91,13.79,0.91,15.68,0.83,15.93,0.83,15.89,0.83,15.9,0.83,15.94,0.83,-7.52,-13.79,-9.06,-15.94,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
