source_record_id,asset_type,substation_name,voltage_level,summer_total_capacity_mva,summer_firm_capacity_mva,summer_load_transfer_capacity_mva,summer_95pct_peak_exceeded_hours_per_year,summer_embedded_solar_pv_mw,summer_embedded_other_generation_mw,winter_total_capacity_mva,winter_firm_capacity_mva,winter_load_transfer_capacity_mva,winter_95pct_peak_exceeded_hours_per_year,winter_embedded_solar_pv_mw,winter_embedded_other_generation_mw,summer_actual_2022_23_mva,summer_actual_2022_23_pf,summer_actual_2023_24_mva,summer_actual_2023_24_pf,summer_actual_2024_25_mva,summer_actual_2024_25_pf,winter_actual_2022_mva,winter_actual_2022_pf,winter_actual_2023_mva,winter_actual_2023_pf,winter_actual_2024_mva,winter_actual_2024_pf,summer_forecast_2025_26_mva,summer_forecast_2025_26_pf,summer_forecast_2026_27_mva,summer_forecast_2026_27_pf,summer_forecast_2027_28_mva,summer_forecast_2027_28_pf,summer_forecast_2028_29_mva,summer_forecast_2028_29_pf,summer_forecast_2029_30_mva,summer_forecast_2029_30_pf,winter_forecast_2025_mva,winter_forecast_2025_pf,winter_forecast_2026_mva,winter_forecast_2026_pf,winter_forecast_2027_mva,winter_forecast_2027_pf,winter_forecast_2028_mva,winter_forecast_2028_pf,winter_forecast_2029_mva,winter_forecast_2029_pf,summer_apparent_firm_margin_latest_mva,summer_apparent_firm_margin_2029_30_mva,winter_apparent_firm_margin_latest_mva,winter_apparent_firm_margin_2029_mva,capacity_interpretation
zone_substation|DENMAN|66/11kV,zone_substation,DENMAN,66/11kV,30.67,15.34,1.948104542707015,2.5,2.811285,0.06,32.96,16.48,1.1003798696860443,0.0,2.673605,0.06,5.01,0.99,5.84,0.99,5.86,0.99,3.46,1.0,3.94,1.0,3.31,1.0,4.7,0.99,4.99,0.99,5.05,0.99,5.04,0.99,5.17,0.99,4.09,1.0,4.15,1.0,4.49,1.0,4.61,1.0,4.66,1.0,9.48,10.17,13.17,11.82,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|DOUBLE BAY|132/11kV,zone_substation,DOUBLE BAY,132/11kV,157.49,101.25,22.530733489700406,4.0,6.576315,0.0,158.14,101.25,22.51406258071802,9.25,6.02728,0.0,55.07,0.92,55.03,0.9,54.06,1.0,56.14,1.0,52.9,0.9,54.02,1.0,52.71,1.0,52.82,1.0,52.9,1.0,52.89,1.0,53.07,1.0,51.87,1.0,51.82,1.0,52.38,1.0,52.71,1.0,52.71,1.0,47.19,48.18,47.23,48.54,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|DRUMMOYNE|132/11kV,zone_substation,DRUMMOYNE,132/11kV,102.08,56.15,19.75282633496684,0.75,13.692485,0.005,112.3,61.77,20.55559848769703,2.25,12.17896,0.005,55.15,0.97,56.02,0.9,51.18,1.0,56.32,0.98,49.45,0.9,53.26,1.0,53.1,0.98,53.71,0.98,53.33,0.98,52.89,0.98,52.57,0.98,48.31,0.98,48.76,0.98,49.31,0.98,48.98,0.98,48.54,0.98,4.97,3.58,8.51,13.23,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|EDGEWORTH|33/11kV,zone_substation,EDGEWORTH,33/11kV,45.73,22.86,14.813930589584213,0.75,21.504215,0.5138,45.73,22.86,8.8122943394521,0.0,19.99181,0.5138,26.22,0.99,29.71,0.99,31.94,0.99,17.44,1.0,17.91,1.0,19.0,0.99,25.8,0.99,26.11,0.99,26.08,0.99,25.95,0.99,25.9,0.99,19.3,1.0,19.3,1.0,19.45,1.0,19.38,1.0,19.19,1.0,-9.08,-3.04,3.86,3.67,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|EMPIRE BAY|66/11kV,zone_substation,EMPIRE BAY,66/11kV,76.21,38.11,11.121158668932608,0.25,10.12269,0.159,76.21,38.11,9.204606595383945,0.0,9.38862,0.0,12.47,0.99,12.57,1.0,12.94,1.0,11.36,1.0,10.73,1.0,10.71,1.0,13.57,1.0,13.98,1.0,14.03,1.0,14.11,1.0,14.34,1.0,11.82,1.0,11.53,1.0,11.82,1.0,11.8,1.0,11.81,1.0,25.17,23.77,27.4,26.3,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|ENGADINE|132/11kV,zone_substation,ENGADINE,132/11kV,114.16,59.84,7.754102815217024,0.0,18.201026,0.0,125.59,68.57,8.708039875785568,3.75,16.715726,0.0,22.32,1.0,29.98,1.0,25.93,1.0,28.31,1.0,25.92,1.0,29.12,1.0,30.68,1.0,31.83,1.0,31.61,1.0,31.84,1.0,31.85,1.0,27.44,1.0,28.35,1.0,29.42,1.0,29.16,1.0,29.45,1.0,33.91,27.99,39.45,39.12,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|EPPING|66/11kV,zone_substation,EPPING,66/11kV,114.32,74.91,32.9,1.25,14.37659,0.0,114.32,74.91,24.2,0.0,12.817955,0.0,49.36,1.0,56.87,1.0,53.71,1.0,44.85,1.0,42.59,0.99,42.71,0.99,56.8,1.0,60.59,1.0,62.08,1.0,64.26,1.0,66.24,1.0,46.93,0.99,49.18,0.99,53.1,0.99,54.6,0.99,56.46,0.99,21.2,8.67,32.2,18.45,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|ERINA|66/11kV,zone_substation,ERINA,66/11kV,81.22,46.94,23.442371613634148,0.25,14.618945,0.01932,83.51,46.94,15.784050825744464,0.0,13.48132,0.01932,29.74,0.99,34.68,0.9,39.12,0.99,24.43,0.93,24.83,0.9,26.34,0.99,30.32,0.99,30.61,0.99,30.5,0.99,30.17,0.99,31.54,0.99,27.21,0.98,26.77,0.98,27.25,0.98,27.48,0.98,27.36,0.98,7.82,15.4,20.6,19.58,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|FLEMINGTON|132/11kV,zone_substation,FLEMINGTON,132/11kV,76.21,45.92,25.66067796594871,2.25,10.768555,0.0,76.21,45.92,20.650463931023317,0.0,9.35897,0.0,40.0,0.95,42.91,0.9,40.41,0.95,34.09,0.95,30.94,0.9,32.52,0.95,41.12,0.95,41.51,0.95,42.69,0.95,42.31,0.95,42.48,0.95,33.41,0.95,35.31,0.95,36.28,0.95,38.31,0.95,38.74,0.95,5.51,3.44,13.4,7.18,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|GALSTON|132/11kV,zone_substation,GALSTON,132/11kV,76.21,38.11,10.312744694609359,0.75,6.960955,0.0,76.21,38.11,8.635954438812911,0.0,6.29151,0.0,9.67,0.97,11.19,0.98,10.64,0.97,9.36,0.99,8.87,0.99,8.91,0.99,9.8,0.98,9.92,0.98,9.9,0.98,9.73,0.98,11.03,0.98,8.71,0.99,8.88,0.99,9.03,0.99,9.09,0.99,8.98,0.99,27.47,27.08,29.2,29.13,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|GATESHEAD|33/11kV,zone_substation,GATESHEAD,33/11kV,44.35,24.08,17.008191789393496,0.75,9.698875,1.88825,44.35,24.41,13.217411370850172,0.0,9.114405,1.88825,17.87,0.9,17.39,0.9,20.28,0.9,14.9,0.9,14.8,0.9,15.76,0.9,17.28,0.9,17.65,0.9,17.43,0.9,17.44,0.9,17.8,0.9,16.09,0.9,15.81,0.9,16.26,0.9,16.1,0.9,16.18,0.9,3.8,6.28,8.65,8.23,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|GORE HILL|33/11kV,zone_substation,GORE HILL,33/11kV,137.86,92.2,28.894137150271593,3.0,4.31519,0.0,139.01,92.2,28.070429008793916,0.75,3.963125,0.0,42.7,0.97,46.64,0.9,44.9,0.97,42.8,0.92,41.4,0.9,43.62,0.97,48.61,0.97,48.86,0.97,48.67,0.97,48.27,0.97,48.68,0.97,46.93,0.97,47.94,0.97,48.9,0.97,49.54,0.97,50.16,0.97,47.3,43.52,48.58,42.04,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|GREEN SQUARE|132/11kV,zone_substation,GREEN SQUARE,132/11kV,171.47,114.32,36.2,1.25,6.65482,0.0,171.47,114.32,27.2,0.0,5.68034,0.0,54.77,0.99,64.25,1.0,63.84,1.0,44.61,1.0,43.99,1.0,49.74,1.0,54.23,1.0,54.77,1.0,56.09,1.0,58.03,1.0,58.42,1.0,46.15,1.0,48.05,1.0,49.75,1.0,52.21,1.0,55.41,1.0,50.48,55.9,64.58,58.91,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|GREENACRE|132/11kV,zone_substation,GREENACRE,132/11kV,128.95,62.3,0.0,3.75,15.740125,0.00748,132.47,64.97,0.0,0.0,14.7756,0.00748,53.56,0.9,62.5,0.9,64.62,0.9,4.96,0.9,39.62,0.9,45.77,0.9,65.2,0.9,66.43,0.9,67.9,0.9,69.33,0.9,71.27,0.9,45.19,0.9,45.2,0.9,46.47,0.9,47.91,0.9,48.82,0.9,-2.32,-8.97,19.2,16.15,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|HARBORD|33/11kV,zone_substation,HARBORD,33/11kV,76.21,38.11,18.3,0.0,13.546584,0.0,76.21,38.11,23.8,2.75,12.301694,0.0,18.06,0.92,21.91,0.9,21.48,0.96,22.38,0.96,23.78,0.9,24.77,0.96,19.48,0.96,19.72,0.96,19.6,0.96,19.37,0.96,19.18,0.96,24.0,0.96,23.77,0.96,24.14,0.96,24.01,0.96,23.76,0.96,16.63,18.93,13.34,14.35,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|HOMEBUSH BAY|132/11kV,zone_substation,HOMEBUSH BAY,132/11kV,106.71,53.18,37.26249256274605,2.25,4.310085,0.0,115.06,57.44,28.119701020216986,0.0,4.06755,0.0,40.72,0.98,45.74,1.0,43.12,1.0,32.52,1.0,33.06,0.9,32.54,1.0,41.98,1.0,42.31,1.0,42.17,1.0,42.67,1.0,43.01,1.0,32.59,0.98,32.87,0.98,33.9,0.98,34.47,0.98,35.53,0.98,10.06,10.17,24.9,21.91,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|HORNSBY|132/11kV,zone_substation,HORNSBY,132/11kV,171.47,114.32,28.662014824651713,1.0,27.76904,0.55431,171.47,114.32,25.239422729852524,0.0,25.138205,0.55431,59.19,0.99,66.05,0.9,65.32,0.99,63.29,0.99,57.24,0.9,57.52,0.99,61.64,0.96,62.29,0.96,62.47,0.96,62.99,0.96,63.35,0.96,58.47,0.95,58.84,0.95,60.38,0.95,61.5,0.95,62.96,0.95,49.0,50.97,56.8,51.36,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|HUNTERS HILL|66/11kV,zone_substation,HUNTERS HILL,66/11kV,113.48,72.25,29.16095950915867,0.25,20.07722,0.0047,113.48,72.25,24.371464274751887,0.0,18.372635,0.0047,63.17,1.0,52.45,1.0,55.71,1.0,49.73,0.99,46.5,1.0,46.56,1.0,55.69,1.0,56.47,1.0,56.29,1.0,56.46,1.0,56.07,1.0,48.29,1.0,47.83,1.0,48.63,1.0,48.79,1.0,49.06,1.0,16.54,16.18,25.69,23.19,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|HURSTVILLE NORTH|132/11kV,zone_substation,HURSTVILLE NORTH,132/11kV,109.3,59.56,15.848769825001972,5.5,9.82594,0.0,109.3,59.56,14.849560682790617,0.0,8.841215,0.0,22.91,0.99,22.77,0.99,21.73,1.0,19.49,1.0,18.17,1.0,20.36,1.0,23.15,0.97,23.3,0.97,23.17,0.97,23.0,0.97,23.28,0.97,20.65,0.98,20.96,0.98,21.41,0.98,21.6,0.98,21.47,0.98,37.83,36.28,39.2,38.09,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|JANNALI|33/11kV,zone_substation,JANNALI,33/11kV,63.83,38.11,20.074335864387024,2.25,18.148585,0.0,63.83,38.11,17.455313368165946,0.0,16.49154,0.0,31.08,0.9,29.52,1.0,27.67,1.0,33.61,0.9,26.78,1.0,24.06,1.0,28.59,1.0,29.37,1.0,29.28,1.0,29.28,1.0,29.38,1.0,28.17,1.0,27.69,1.0,28.2,1.0,27.84,1.0,27.55,1.0,10.44,8.73,14.05,10.56,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|JESMOND|132/11kV,zone_substation,JESMOND,132/11kV,107.49,57.48,41.91714579450192,0.75,21.419435,0.34255,107.49,57.48,28.557851728359978,0.0,19.71805,0.34255,42.79,0.99,47.17,1.0,51.05,1.0,34.29,1.0,32.11,1.0,34.78,1.0,44.92,1.0,43.74,1.0,44.02,1.0,43.48,1.0,42.9,1.0,35.28,1.0,35.49,1.0,35.0,1.0,35.44,1.0,35.25,1.0,6.43,14.58,22.7,22.23,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|JEWELLS|33/11kV,zone_substation,JEWELLS,33/11kV,30.8,16.9,18.13,0.5,11.191115,0.0,32.5,18.1,11.97,0.0,10.408655,0.0,15.77,0.99,14.6,1.0,18.13,0.99,12.09,1.0,11.7,1.0,11.97,1.0,16.1,1.0,16.77,1.0,16.68,1.0,16.6,1.0,16.6,1.0,12.69,1.0,12.61,1.0,13.18,1.0,13.23,1.0,13.2,1.0,-1.23,0.3,6.13,4.9,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|KILLARNEY|33/11kV,zone_substation,KILLARNEY,33/11kV,21.09,21.09,0.0,0.25,9.690675,0.0,21.09,21.09,0.0,0.0,8.72506,0.0,14.38,0.99,13.95,0.9,14.65,0.99,13.85,0.98,12.76,0.9,13.01,0.99,12.74,0.99,12.91,0.99,12.86,0.99,12.78,0.99,14.05,0.99,12.12,0.99,12.15,0.99,12.31,0.99,12.24,0.99,12.12,0.99,6.44,7.04,8.08,8.97,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|KINGSFORD|132/11kV,zone_substation,KINGSFORD,132/11kV,124.64,62.24,25.165885372081316,0.5,13.803474,5.76505,124.64,65.01,26.102248931283494,14.25,12.41396,5.76505,54.85,1.0,57.04,1.0,56.44,1.0,57.98,1.0,57.43,1.0,58.54,1.0,64.41,1.0,65.65,1.0,66.61,1.0,66.35,1.0,65.64,1.0,61.7,1.0,65.93,1.0,67.58,1.0,68.63,1.0,68.6,1.0,5.8,-3.4,6.47,-3.59,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|KIRRAWEE|132/11kV,zone_substation,KIRRAWEE,132/11kV,76.21,42.87,20.599516697133165,0.25,15.221195,0.0018,76.21,42.87,21.528903420195018,5.25,14.145555,0.0018,37.87,0.99,37.69,0.9,36.35,1.0,39.56,1.0,37.09,0.9,37.99,1.0,33.02,1.0,33.79,1.0,33.8,1.0,34.06,1.0,35.23,1.0,35.99,1.0,36.31,1.0,37.06,1.0,37.12,1.0,37.39,1.0,6.52,7.64,4.88,5.48,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|KOGARAH|132/11kV,zone_substation,KOGARAH,132/11kV,170.83,114.32,52.946694748540146,1.0,17.864325,0.0,170.83,114.32,47.1356772658144,0.0,16.28615,0.0,65.67,0.99,69.09,0.9,62.96,0.99,59.92,1.0,56.71,0.9,56.05,1.0,60.79,0.99,61.34,0.99,61.46,0.99,62.4,0.99,63.48,0.99,55.69,0.99,55.35,0.99,56.08,0.99,56.39,0.99,57.35,0.99,51.36,50.84,58.27,56.97,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|KOTARA|33/11kV,zone_substation,KOTARA,33/11kV,37.32,30.81,0.0,0.5,10.92506,0.0,38.11,33.89,0.0,0.0,10.276655,0.0,21.37,1.0,23.36,0.99,22.72,0.99,15.63,1.0,14.42,1.0,15.22,0.99,19.56,0.99,19.69,0.99,19.52,0.99,19.36,0.99,19.32,0.99,15.77,1.0,15.61,1.0,15.71,1.0,15.57,1.0,15.45,1.0,8.09,11.49,18.67,18.44,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|KURNELL SOUTH|132/11kV,zone_substation,KURNELL SOUTH,132/11kV,76.21,38.11,1.2084852712502618,0.0,2.644055,0.0,76.21,38.11,1.2701659939794812,5.25,2.539735,0.0,5.77,0.98,7.42,0.9,5.29,0.98,5.49,0.94,5.15,0.9,5.56,0.98,5.95,0.98,6.47,0.98,6.85,0.98,6.85,0.98,6.71,0.98,5.79,0.98,5.82,0.98,6.4,0.98,6.91,0.98,7.04,0.98,32.82,31.4,32.55,31.07,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|KURRI|132/11kV,zone_substation,KURRI,132/11kV,104.2,57.27,14.643940386700361,0.75,22.62159,0.34037,104.2,57.27,9.402652047573618,0.0,21.06592,0.01037,29.22,0.98,34.11,0.9,36.07,0.98,22.32,1.0,23.37,0.9,23.16,0.98,31.07,0.98,32.85,0.98,32.9,0.98,35.54,0.98,35.86,0.98,22.77,0.98,22.5,0.98,23.8,0.98,23.69,0.98,26.06,0.98,21.2,21.41,34.11,31.21,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|LAKE MUNMORAH|132/11kV,zone_substation,LAKE MUNMORAH,132/11kV,76.21,38.11,8.605530727161915,0.75,17.555375,0.0066,76.21,38.11,6.005253015690915,0.0,16.499905,0.0066,23.25,0.99,21.93,1.0,27.27,1.0,19.21,1.0,18.74,1.0,19.03,1.0,26.34,1.0,26.74,1.0,27.28,1.0,27.32,1.0,27.68,1.0,21.44,1.0,21.01,1.0,21.19,1.0,21.52,1.0,21.44,1.0,10.84,10.43,19.08,16.67,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|LEICHHARDT|132/11kV,zone_substation,LEICHHARDT,132/11kV,109.32,59.5,20.71449888869355,0.0,10.35474,0.0,120.26,62.51,23.228452915639192,4.75,9.22788,0.0,36.29,1.0,35.46,1.0,34.36,1.0,40.21,1.0,37.9,1.0,38.53,1.0,33.61,1.0,33.49,1.0,32.87,1.0,34.0,1.0,33.34,1.0,39.61,1.0,39.69,1.0,40.06,1.0,39.84,1.0,41.23,1.0,25.14,26.16,23.98,21.28,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|LEIGHTONFIELD|33/11kV,zone_substation,LEIGHTONFIELD,33/11kV,38.37,22.86,10.729445159443388,1.25,8.301985,0.0,38.37,22.86,8.604802553613014,0.0,7.941335,0.0,20.15,0.95,22.04,1.0,21.21,1.0,18.51,0.97,18.24,1.0,17.01,1.0,22.17,1.0,22.37,1.0,23.7,1.0,24.74,1.0,26.99,1.0,19.7,1.0,20.43,1.0,20.72,1.0,22.11,1.0,23.18,1.0,1.65,-4.13,5.85,-0.32,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|LIDCOMBE|33/11kV,zone_substation,LIDCOMBE,33/11kV,54.09,33.41,0.0,0.5,8.22987,0.0,55.19,33.41,0.0,0.0,7.939005,0.0,17.78,0.91,22.82,0.9,24.27,0.91,15.57,0.96,14.13,0.9,15.35,0.91,24.92,0.91,26.98,0.91,28.19,0.91,28.14,0.91,28.56,0.91,16.48,0.91,17.83,0.91,19.99,0.91,21.42,0.91,21.61,0.91,9.14,4.85,18.06,11.8,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|LINDFIELD|33/11kV,zone_substation,LINDFIELD,33/11kV,66.34,36.81,28.53029612758485,0.5,15.04563,0.009,72.97,40.49,26.535959943514687,0.0,13.63355,0.0,29.67,0.88,31.69,0.9,37.91,0.85,29.14,0.84,31.03,0.9,35.26,0.84,30.72,0.88,31.28,0.88,30.93,0.88,31.37,0.88,32.37,0.88,32.8,0.88,32.61,0.88,33.31,0.88,33.01,0.88,33.45,0.88,-1.1,4.44,5.23,7.04,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|LISAROW|33/11kV,zone_substation,LISAROW,33/11kV,47.63,23.82,10.153116073615381,0.25,13.759005,0.00616,47.63,23.82,9.014320622115278,0.0,12.694245,0.00616,22.44,0.99,25.11,0.9,22.2,0.99,19.62,0.99,18.83,0.9,19.71,0.99,22.98,0.99,23.41,0.99,23.88,0.99,24.34,0.99,24.37,0.99,19.31,0.99,19.01,0.99,19.24,0.99,19.56,0.99,19.89,0.99,1.62,-0.55,4.11,3.93,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|LONG JETTY|66/11kV,zone_substation,LONG JETTY,66/11kV,114.32,71.69,6.5190718451506235,0.5,27.71136,0.0,114.32,76.21,6.243639899165148,0.5,26.041805,0.0,42.93,0.9,40.17,0.9,42.13,0.9,41.36,0.9,39.32,0.9,40.35,0.9,44.41,0.9,44.78,0.9,44.47,0.9,46.59,0.9,46.49,0.9,45.87,0.9,45.47,0.9,46.02,0.9,45.94,0.9,47.82,0.9,29.56,25.2,35.86,28.39,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|MACQUARIE PARK|132/11kV,zone_substation,MACQUARIE PARK,132/11kV,171.47,114.32,23.4,4.25,4.111265,1.52,171.47,114.32,17.0,0.0,3.90998,1.52,65.22,0.99,62.9,0.99,61.84,0.99,54.76,0.99,47.35,1.0,45.4,1.0,54.28,0.99,53.49,0.99,53.81,0.99,55.54,0.99,55.88,0.99,46.34,1.0,47.87,1.0,47.76,1.0,48.63,1.0,50.72,1.0,52.48,58.44,68.92,63.6,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|MAITLAND|33/11kV,zone_substation,MAITLAND,33/11kV,76.21,38.11,4.3,0.5,14.945781,0.0159,76.21,38.11,2.4,0.0,14.084986,0.0159,23.55,0.98,26.54,0.98,28.88,0.99,16.22,1.0,15.77,1.0,16.27,1.0,22.32,0.98,22.57,0.98,22.47,0.98,22.4,0.98,22.41,0.98,16.58,1.0,16.85,1.0,17.13,1.0,17.07,1.0,17.16,1.0,9.23,15.7,21.84,20.95,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|MANLY|33/11kV,zone_substation,MANLY,33/11kV,47.631,23.816,0.0,0.0,3.136165,0.01452,47.631,23.816,0.0,5.5,2.856425,0.01452,15.51,0.91,15.29,1.0,14.32,1.0,20.71,0.95,16.44,1.0,17.36,1.0,16.0,1.0,16.42,1.0,16.42,1.0,16.37,1.0,16.43,1.0,17.68,1.0,17.52,1.0,17.98,1.0,18.06,1.0,17.94,1.0,9.496,7.386,6.456,5.876,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|MAROUBRA|132/11kV,zone_substation,MAROUBRA,132/11kV,150.55,102.77,9.317432940339598,0.0,10.90698,0.34,150.55,102.77,10.458291925230482,18.0,10.202,0.34,42.41,0.9,46.96,0.9,37.16,0.98,44.53,0.9,42.81,0.9,41.71,0.99,49.91,0.9,50.8,0.9,54.58,0.9,54.43,0.9,54.35,0.9,53.48,0.9,53.64,0.9,54.59,0.9,58.21,0.9,58.3,0.9,65.61,48.42,61.06,44.47,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|MARRICKVILLE|132/11kV,zone_substation,MARRICKVILLE,132/11kV,114.32,71.89,27.8,0.25,18.18745,0.02199,114.32,71.89,29.7,3.0,16.92575,0.02199,44.89,0.99,47.21,0.99,49.83,0.99,49.27,1.0,46.85,1.0,49.06,1.0,50.25,0.99,50.35,0.99,51.15,0.99,50.64,0.99,53.17,0.99,51.62,1.0,52.0,1.0,52.54,1.0,53.48,1.0,53.53,1.0,22.06,18.72,22.83,18.36,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|MARYLAND|132/11kV,zone_substation,MARYLAND,132/11kV,76.21,38.11,15.633450498269497,0.5,26.323257,4.5045,76.21,38.11,8.351525387119779,0.0,25.12325,4.5045,25.41,0.99,26.24,0.99,28.94,1.0,14.91,1.0,14.3,1.0,15.46,1.0,22.41,0.99,22.81,0.99,23.12,0.99,23.03,0.99,23.11,0.99,15.62,1.0,15.35,1.0,15.66,1.0,15.9,1.0,15.77,1.0,9.17,15.0,22.65,22.34,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|MASCOT|33/11kV,zone_substation,MASCOT,33/11kV,103.62,78.44,24.9,0.25,3.748385,2.0,105.07,81.92,18.6,0.0,3.485085,0.0,33.22,0.97,30.48,0.9,32.74,0.97,28.51,1.0,24.34,0.9,23.89,0.97,30.86,0.97,31.14,0.97,31.84,0.97,32.86,0.97,33.12,0.97,23.39,0.97,25.46,0.97,26.17,0.97,27.52,0.97,29.01,0.97,45.7,45.32,58.03,52.91,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|MAYFIELD WEST|132/11kV,zone_substation,MAYFIELD WEST,132/11kV,126.38,62.59,8.3,1.5,9.156925,7.16,126.38,65.01,7.3,0.0,8.51886,6.94,21.55,0.97,23.09,0.98,22.19,0.98,19.28,0.97,19.8,0.98,18.61,0.98,21.73,0.98,19.24,0.98,18.75,0.98,18.87,0.98,20.0,0.98,21.5,0.98,22.08,0.98,20.25,0.98,20.09,0.98,20.51,0.98,40.4,42.59,46.4,44.5,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|MEADOWBANK|132/11kV,zone_substation,MEADOWBANK,132/11kV,152.82,103.84,31.8,1.25,20.478525,0.02405,157.72,108.66,23.6,0.0,18.60848,0.02405,66.07,0.95,70.52,0.9,66.1,1.0,54.8,0.98,50.43,0.9,51.98,1.0,69.22,0.95,69.97,0.95,69.69,0.95,69.88,0.95,71.09,0.95,56.78,0.95,57.43,0.95,57.99,0.95,57.81,0.95,57.85,0.95,37.74,32.75,56.68,50.81,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
zone_substation|MEDOWIE|33/11kV,zone_substation,MEDOWIE,33/11kV,73.03,38.11,8.536675243984792,0.5,15.173605,0.0,73.03,38.11,5.082555706789441,0.0,14.062055,0.0,15.09,0.99,16.52,0.99,18.61,0.99,10.51,1.0,10.67,1.0,11.08,1.0,14.72,0.99,15.12,0.99,15.15,0.99,15.49,0.99,16.25,0.99,11.42,1.0,11.3,1.0,11.52,1.0,11.43,1.0,11.64,1.0,19.5,21.86,27.03,26.47,Apparent arithmetic margin only: firm capacity minus reported actual/forecast MVA; not guaranteed connection headroom.
